Kennziffer;Raumeinheit;Aggregat;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft;Steuerkraft
;;;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017
"08126";"Hohenlohekreis";"Landkreis";"506,1";"494,7";"523,1";"566,8";"598,9";"645,3";"607,3";"565,3";"552,6";"617,8";"610,8";"754,1";"868,3";"1.152,3";"687,8";"772,2";"824,4";"1.026,7";"842,1";"959,2";"1.068,2";"995,3";"1.223,5"
"08127";"Schwäbisch Hall";"Landkreis";"521,5";"579,8";"522,0";"685,4";"592,6";"640,3";"633,1";"505,0";"493,4";"492,4";"540,5";"621,0";"688,5";"701,9";"661,0";"657,1";"748,8";"794,1";"814,9";"799,4";"873,0";"918,9";"1.018,8"
"08128";"Main-Tauber-Kreis";"Landkreis";"438,1";"428,1";"449,1";"482,1";"511,4";"535,8";"494,4";"483,8";"479,2";"497,9";"526,9";"563,3";"635,4";"701,6";"594,6";"623,7";"711,6";"737,2";"761,4";"770,2";"808,1";"804,0";"904,6"
"08135";"Heidenheim";"Landkreis";"490,0";"478,7";"467,4";"576,9";"565,1";"579,7";"553,9";"546,1";"507,3";"542,5";"546,0";"609,5";"665,4";"750,1";"681,1";"665,8";"787,1";"720,1";"772,3";"790,6";"880,5";"891,1";"949,2"
"08136";"Ostalbkreis";"Landkreis";"460,1";"447,3";"439,0";"515,8";"534,7";"536,9";"508,9";"508,4";"480,9";"510,5";"525,1";"626,1";"688,3";"791,0";"600,1";"659,4";"797,0";"794,6";"832,0";"876,3";"923,0";"981,5";"1.044,4"
"08211";"Baden-Baden, Stadt";"krsfr. Stadt";"608,5";"561,1";"580,8";"589,6";"697,1";"655,9";"613,8";"624,7";"610,1";"656,7";"779,8";"739,0";"854,2";"857,0";"929,2";"838,1";"932,4";"1.021,3";"1.127,7";"1.095,5";"1.093,7";"1.153,6";"1.294,3"
"08212";"Karlsruhe, Stadt";"krsfr. Stadt";"613,0";"612,1";"625,4";"702,0";"775,3";"766,2";"650,6";"661,0";"669,2";"782,3";"764,3";"894,6";"885,1";"955,7";"863,2";"805,9";"885,3";"994,9";"1.036,6";"991,4";"1.038,0";"1.096,2";"1.269,6"
"08215";"Karlsruhe";"Landkreis";"505,3";"496,7";"489,3";"546,0";"654,4";"578,2";"582,5";"548,3";"536,6";"563,8";"595,2";"670,2";"730,3";"778,2";"690,9";"661,2";"736,6";"818,9";"841,3";"831,1";"871,0";"915,2";"986,7"
"08216";"Rastatt";"Landkreis";"531,4";"512,6";"515,0";"623,7";"630,1";"606,4";"589,7";"583,1";"591,0";"642,5";"644,6";"720,3";"743,8";"801,9";"693,5";"757,6";"755,7";"871,3";"905,3";"920,4";"974,7";"967,6";"1.119,0"
"08221";"Heidelberg, Stadt";"krsfr. Stadt";"523,2";"520,6";"496,3";"575,4";"578,8";"649,4";"582,8";"583,1";"520,9";"539,1";"537,9";"577,3";"653,4";"788,9";"792,3";"742,3";"763,5";"835,2";"831,9";"857,2";"1.015,0";"922,3";"953,9"
"08222";"Mannheim, Stadt";"krsfr. Stadt";"544,2";"574,5";"566,5";"630,7";"685,2";"700,9";"679,0";"633,0";"617,8";"774,5";"695,2";"804,1";"950,3";"911,4";"826,1";"788,4";"967,5";"1.169,5";"940,8";"1.061,3";"1.084,9";"1.147,7";"1.176,7"
"08225";"Neckar-Odenwald-Kreis";"Landkreis";"392,6";"391,7";"412,8";"483,6";"496,0";"523,2";"460,4";"458,3";"440,4";"433,5";"475,3";"467,2";"522,8";"613,9";"515,6";"502,8";"590,7";"632,3";"670,2";"740,4";"743,5";"691,4";"856,3"
"08226";"Rhein-Neckar-Kreis";"Landkreis";"522,2";"519,7";"502,6";"595,8";"662,9";"595,7";"639,8";"606,5";"603,4";"627,9";"832,3";"740,3";"850,1";"981,2";"784,2";"775,5";"867,7";"912,5";"1.071,5";"1.207,0";"1.111,6";"1.184,2";"1.231,7"
"08231";"Pforzheim, Stadt";"Landkreis";"579,2";"590,0";"570,9";"627,4";"702,7";"685,7";"624,4";"615,2";"569,1";"654,6";"621,5";"618,9";"713,5";"723,1";"645,5";"648,4";"821,5";"909,3";"893,3";"897,4";"831,7";"852,8";"895,1"
"08235";"Calw";"Landkreis";"443,6";"430,8";"452,9";"475,0";"516,6";"516,5";"520,8";"501,3";"472,1";"486,7";"523,6";"554,5";"622,4";"670,5";"559,1";"575,5";"656,4";"726,9";"760,6";"754,3";"744,5";"802,8";"869,9"
"08236";"Enzkreis";"Landkreis";"509,9";"485,4";"495,6";"555,8";"592,8";"597,9";"577,3";"565,7";"580,5";"579,2";"584,5";"644,5";"714,1";"810,1";"615,0";"647,3";"744,5";"844,7";"851,3";"837,9";"888,1";"912,8";"989,2"
"08237";"Freudenstadt";"Landkreis";"483,4";"502,8";"486,4";"553,1";"570,7";"572,3";"540,2";"491,6";"495,5";"540,4";"555,4";"614,7";"683,3";"749,5";"585,7";"619,3";"740,2";"804,8";"839,6";"854,2";"809,7";"954,3";"1.088,2"
"08311";"Freiburg im Breisgau, Stadt";"krsfr. Stadt";"449,8";"455,7";"457,4";"506,2";"523,1";"559,1";"528,1";"557,7";"547,6";"584,8";"556,1";"614,5";"654,5";"684,5";"660,3";"639,3";"765,5";"796,9";"808,0";"828,1";"915,4";"961,9";"1.024,6"
"08315";"Breisgau-Hochschwarzwald";"Landkreis";"426,6";"412,7";"404,7";"443,3";"469,0";"514,3";"488,2";"484,8";"475,7";"499,3";"489,5";"541,0";"626,7";"658,0";"577,1";"624,5";"653,0";"707,2";"727,4";"748,2";"805,7";"818,6";"902,6"
"08316";"Emmendingen";"Landkreis";"407,9";"403,0";"403,3";"460,7";"482,2";"501,5";"471,6";"458,8";"444,2";"466,3";"479,4";"533,3";"593,1";"637,1";"538,8";"570,5";"638,2";"689,4";"740,2";"723,8";"778,5";"833,6";"889,9"
"08317";"Ortenaukreis";"Landkreis";"492,0";"482,7";"483,0";"536,6";"571,9";"582,4";"573,4";"548,0";"512,4";"573,8";"588,5";"642,9";"711,1";"798,5";"648,2";"711,9";"723,4";"790,1";"815,7";"848,0";"856,6";"898,0";"999,3"
"08325";"Rottweil";"Landkreis";"504,5";"490,9";"499,6";"547,8";"558,4";"590,4";"561,7";"541,2";"549,5";"607,5";"627,6";"687,8";"749,5";"837,8";"662,6";"747,8";"812,3";"909,1";"1.022,8";"963,7";"1.123,6";"1.076,0";"1.199,4"
"08326";"Schwarzwald-Baar-Kreis";"Landkreis";"516,8";"520,8";"513,1";"556,3";"614,7";"599,1";"564,1";"534,6";"521,5";"531,3";"569,6";"629,7";"721,8";"772,5";"627,0";"637,8";"733,8";"809,8";"840,2";"865,7";"874,3";"902,6";"987,8"
"08327";"Tuttlingen";"Landkreis";"541,0";"517,2";"520,8";"589,4";"671,5";"680,5";"656,4";"642,8";"594,9";"654,3";"679,8";"731,0";"842,1";"952,8";"717,5";"712,4";"883,8";"963,3";"1.005,8";"1.073,2";"1.053,8";"1.129,5";"1.195,1"
"08335";"Konstanz";"Landkreis";"452,8";"439,5";"444,0";"504,1";"518,8";"544,9";"540,5";"528,5";"528,2";"583,3";"573,4";"636,3";"699,2";"743,5";"699,6";"613,2";"700,7";"749,1";"768,2";"874,4";"877,6";"888,2";"1.005,2"
"08336";"Lörrach";"Landkreis";"510,0";"477,6";"478,3";"527,8";"600,7";"594,4";"575,5";"548,8";"552,5";"571,7";"567,0";"605,8";"732,2";"744,8";"622,7";"671,2";"725,0";"826,6";"842,7";"833,6";"936,7";"964,0";"1.058,7"
"08337";"Waldshut";"Landkreis";"466,7";"474,9";"468,8";"512,7";"550,1";"582,2";"573,6";"523,0";"488,6";"517,9";"536,6";"590,4";"635,0";"671,3";"581,6";"613,3";"679,7";"718,8";"782,2";"802,9";"852,2";"876,6";"965,8"
"08415";"Reutlingen";"Landkreis";"532,2";"514,1";"540,4";"611,3";"613,4";"634,4";"630,0";"575,2";"561,7";"633,4";"612,9";"691,0";"754,6";"775,2";"666,9";"664,8";"767,9";"838,6";"848,4";"882,1";"926,0";"955,4";"1.078,8"
"08416";"Tübingen";"Landkreis";"446,9";"435,6";"436,6";"467,3";"487,9";"510,3";"487,5";"475,5";"482,9";"484,3";"514,9";"576,7";"630,8";"684,3";"596,1";"590,4";"669,6";"739,5";"778,1";"800,2";"825,9";"847,1";"904,8"
"08417";"Zollernalbkreis";"Landkreis";"545,3";"519,5";"511,8";"587,3";"633,9";"639,3";"584,5";"565,4";"543,3";"577,9";"579,1";"636,1";"710,3";"765,7";"579,0";"640,7";"714,3";"775,9";"814,3";"844,8";"997,1";"1.000,8";"1.002,6"
"08421";"Ulm, Stadt";"krsfr. Stadt";"611,8";"599,3";"655,3";"668,0";"688,8";"745,4";"681,2";"620,0";"578,0";"671,5";"840,8";"943,5";"1.021,0";"1.062,0";"919,2";"1.024,7";"980,7";"1.216,0";"1.132,2";"971,3";"1.163,9";"1.274,3";"1.356,7"
"08425";"Alb-Donau-Kreis";"Landkreis";"468,5";"403,4";"440,7";"528,7";"542,3";"570,5";"525,4";"538,6";"497,2";"535,9";"565,1";"656,1";"806,0";"816,2";"663,1";"721,3";"807,0";"791,9";"850,2";"892,7";"889,4";"942,9";"1.024,1"
"08426";"Biberach";"Landkreis";"500,8";"473,8";"486,9";"524,5";"579,5";"606,4";"589,4";"554,4";"555,5";"646,7";"635,8";"938,5";"899,4";"960,1";"769,6";"772,6";"864,6";"1.009,3";"989,5";"1.075,3";"1.197,9";"1.192,9";"1.313,0"
"08435";"Bodenseekreis";"Landkreis";"492,0";"459,5";"466,0";"541,8";"566,8";"589,5";"561,0";"550,6";"535,1";"574,5";"576,3";"698,2";"799,6";"927,3";"664,0";"746,1";"801,6";"870,8";"943,5";"982,5";"963,1";"1.044,6";"1.131,3"
"08436";"Ravensburg";"Landkreis";"465,5";"440,4";"439,6";"470,8";"517,1";"528,3";"490,7";"472,6";"488,5";"538,9";"558,1";"610,2";"679,8";"715,6";"627,3";"633,7";"702,1";"745,8";"774,3";"784,0";"819,2";"884,9";"967,3"
"08437";"Sigmaringen";"Landkreis";"460,8";"448,8";"416,9";"467,9";"482,1";"505,0";"483,8";"456,4";"446,5";"492,5";"475,9";"577,3";"632,5";"677,7";"589,4";"606,0";"662,9";"729,8";"788,8";"784,1";"816,8";"808,3";"880,1"
"09161";"Ingolstadt, Stadt";"krsfr. Stadt";"552,0";"523,0";"620,2";"767,7";"1.015,5";"871,3";"819,2";"754,7";"598,4";"570,2";"625,2";"770,3";"718,4";"1.020,4";"989,8";"972,4";"1.149,7";"1.301,5";"1.645,4";"1.339,8";"1.209,4";"1.484,2";"1.056,0"
"09162";"München, Stadt";"krsfr. Stadt";"784,9";"769,5";"722,8";"966,1";"962,6";"971,7";"909,3";"864,5";"833,5";"935,1";"987,1";"1.043,2";"1.237,1";"1.238,8";"1.129,1";"1.094,4";"1.243,4";"1.209,4";"1.417,9";"1.457,0";"1.548,0";"1.620,0";"1.621,4"
"09163";"Rosenheim, Stadt";"krsfr. Stadt";"568,0";"525,3";"530,5";"609,2";"668,5";"668,1";"619,7";"598,1";"610,5";"613,7";"683,2";"781,4";"803,1";"850,5";"804,5";"761,7";"864,3";"899,2";"951,9";"928,8";"982,4";"931,0";"1.029,3"
"09171";"Altötting";"Landkreis";"559,3";"522,2";"551,8";"587,1";"577,9";"647,9";"610,0";"587,2";"554,1";"643,3";"716,2";"861,3";"905,6";"995,3";"775,2";"980,7";"1.082,9";"831,8";"826,6";"1.147,0";"1.207,5";"1.029,6";"1.482,2"
"09172";"Berchtesgadener Land";"Landkreis";"444,4";"413,2";"414,6";"431,2";"450,9";"459,9";"446,2";"444,9";"423,4";"427,7";"482,4";"484,3";"546,1";"589,8";"591,5";"568,5";"609,2";"643,9";"654,8";"673,0";"747,8";"800,2";"855,0"
"09173";"Bad Tölz-Wolfratshausen";"Landkreis";"513,4";"481,7";"504,1";"499,7";"534,9";"548,3";"547,6";"537,1";"540,1";"608,4";"540,2";"603,9";"697,6";"717,2";"655,7";"669,3";"713,4";"755,8";"791,3";"863,0";"887,7";"939,8";"1.008,1"
"09174";"Dachau";"Landkreis";"551,4";"505,5";"516,0";"564,4";"597,8";"673,4";"627,1";"582,8";"584,0";"618,2";"620,4";"727,3";"801,2";"925,3";"823,9";"775,2";"802,5";"839,3";"869,1";"922,1";"958,4";"997,0";"1.100,1"
"09175";"Ebersberg";"Landkreis";"579,2";"559,3";"522,7";"549,3";"591,2";"651,3";"619,4";"598,6";"642,3";"664,9";"682,8";"722,5";"803,6";"922,5";"864,4";"786,6";"868,7";"925,5";"927,3";"1.001,2";"1.052,5";"1.066,8";"1.148,9"
"09176";"Eichstätt";"Landkreis";"446,7";"427,9";"434,4";"453,6";"500,6";"501,5";"487,5";"477,5";"488,5";"519,6";"526,3";"566,4";"620,7";"709,1";"678,5";"654,5";"667,6";"760,0";"805,6";"847,6";"908,5";"920,9";"1.005,8"
"09177";"Erding";"Landkreis";"455,6";"424,0";"423,8";"488,9";"521,2";"565,8";"544,1";"517,1";"540,1";"561,8";"573,7";"655,0";"714,6";"828,9";"759,7";"767,5";"828,2";"887,5";"967,1";"1.056,0";"1.085,7";"1.084,4";"1.230,1"
"09178";"Freising";"Landkreis";"527,7";"499,0";"499,2";"563,3";"636,8";"627,0";"607,2";"594,6";"617,5";"583,3";"640,3";"684,7";"922,3";"884,4";"830,1";"825,1";"941,2";"991,6";"951,0";"1.101,6";"1.118,5";"1.165,6";"1.297,8"
"09179";"Fürstenfeldbruck";"Landkreis";"604,5";"574,6";"556,7";"572,6";"618,4";"660,9";"629,7";"627,2";"624,3";"615,1";"636,5";"709,0";"791,7";"840,4";"778,3";"750,9";"809,1";"848,3";"866,4";"930,2";"985,7";"1.067,4";"1.094,3"
"09180";"Garmisch-Partenkirchen";"Landkreis";"463,1";"447,8";"447,5";"468,5";"496,3";"510,3";"495,8";"484,1";"450,1";"466,7";"473,2";"516,2";"567,3";"620,6";"630,6";"612,2";"671,2";"710,1";"701,3";"756,4";"817,6";"846,8";"918,2"
"09181";"Landsberg am Lech";"Landkreis";"447,7";"420,4";"405,9";"450,4";"487,6";"500,4";"502,3";"480,5";"483,7";"502,7";"543,2";"632,8";"689,1";"741,5";"674,0";"716,1";"761,9";"820,0";"885,0";"900,6";"985,3";"1.041,6";"1.104,5"
"09182";"Miesbach";"Landkreis";"543,7";"499,5";"491,3";"520,4";"566,6";"585,8";"557,9";"570,0";"572,4";"576,2";"606,3";"757,1";"797,2";"828,4";"751,6";"759,1";"808,2";"850,0";"874,5";"936,9";"1.026,9";"1.048,8";"1.166,3"
"09183";"Mühldorf a.Inn";"Landkreis";"437,1";"417,4";"432,0";"485,0";"494,2";"520,3";"569,6";"460,9";"472,8";"501,3";"530,3";"564,2";"645,5";"709,0";"648,6";"657,3";"733,9";"802,5";"800,3";"811,9";"828,2";"881,2";"947,4"
"09184";"München";"Landkreis";"920,0";"924,6";"888,6";"1.063,3";"1.105,7";"1.225,6";"1.203,7";"989,8";"963,7";"1.203,4";"1.291,3";"1.603,2";"1.678,0";"1.914,5";"1.973,4";"1.569,7";"1.961,1";"2.050,2";"2.260,1";"2.106,4";"2.401,6";"2.611,4";"2.454,2"
"09185";"Neuburg-Schrobenhausen";"Landkreis";"421,6";"402,3";"408,0";"441,2";"473,3";"464,3";"475,3";"447,7";"463,1";"456,1";"468,7";"560,6";"631,6";"760,6";"648,5";"639,5";"698,5";"713,3";"747,9";"784,9";"838,3";"853,1";"934,0"
"09186";"Pfaffenhofen a.d.Ilm";"Landkreis";"450,1";"427,5";"443,8";"497,5";"529,6";"541,6";"532,4";"510,8";"503,4";"542,5";"553,8";"627,3";"725,3";"781,7";"744,5";"720,7";"789,6";"779,2";"860,2";"881,5";"968,7";"1.007,3";"1.133,5"
"09187";"Rosenheim";"Landkreis";"446,2";"424,0";"415,1";"461,0";"472,4";"512,9";"489,2";"478,5";"481,0";"497,1";"522,8";"585,1";"660,9";"692,2";"658,9";"646,7";"710,7";"732,4";"785,8";"820,9";"868,5";"911,4";"952,8"
"09188";"Starnberg";"Landkreis";"689,4";"642,3";"628,1";"673,7";"699,1";"755,2";"705,3";"695,3";"724,6";"882,5";"870,3";"931,3";"1.097,8";"1.131,1";"1.064,0";"1.150,7";"1.099,5";"1.279,3";"1.217,1";"1.222,8";"1.349,0";"1.352,0";"1.467,2"
"09189";"Traunstein";"Landkreis";"464,8";"474,7";"451,6";"502,5";"498,5";"528,9";"516,3";"483,4";"475,3";"455,7";"489,4";"572,8";"643,2";"672,4";"617,3";"648,5";"782,1";"791,4";"845,9";"887,6";"947,8";"928,0";"1.035,7"
"09190";"Weilheim-Schongau";"Landkreis";"472,0";"433,5";"429,9";"472,6";"530,9";"534,4";"564,8";"492,5";"533,0";"602,7";"584,7";"619,2";"802,6";"728,8";"617,0";"705,9";"757,3";"1.019,5";"737,0";"832,5";"932,3";"966,0";"1.130,6"
"09261";"Landshut, Stadt";"krsfr. Stadt";"588,3";"567,0";"714,1";"619,0";"655,6";"627,5";"616,3";"550,0";"543,6";"611,4";"639,5";"805,5";"771,2";"835,0";"804,1";"865,5";"867,2";"828,7";"916,0";"1.022,1";"981,8";"1.028,8";"1.089,0"
"09262";"Passau, Stadt";"krsfr. Stadt";"473,4";"536,0";"503,8";"606,7";"624,3";"609,2";"568,6";"544,6";"502,5";"543,0";"615,5";"686,4";"748,6";"812,9";"721,1";"758,2";"779,0";"814,6";"832,2";"888,1";"912,5";"960,6";"1.049,1"
"09263";"Straubing, Stadt";"krsfr. Stadt";"523,8";"516,6";"524,2";"523,2";"538,6";"574,2";"583,9";"575,4";"551,7";"585,5";"737,1";"759,8";"872,9";"799,2";"722,5";"827,8";"794,3";"803,1";"855,7";"891,0";"923,8";"973,0";"995,4"
"09271";"Deggendorf";"Landkreis";"387,0";"416,9";"392,9";"417,4";"463,0";"482,4";"458,5";"434,2";"407,3";"461,7";"438,1";"463,3";"583,0";"644,1";"572,9";"558,5";"647,2";"670,2";"682,0";"751,7";"752,3";"800,8";"845,7"
"09272";"Freyung-Grafenau";"Landkreis";"306,9";"297,3";"319,8";"336,7";"340,8";"366,9";"359,3";"336,7";"303,8";"308,2";"321,7";"359,1";"410,7";"479,8";"427,5";"420,0";"469,6";"495,3";"570,9";"579,0";"581,9";"638,1";"697,2"
"09273";"Kelheim";"Landkreis";"413,4";"375,5";"399,0";"415,7";"448,8";"446,6";"425,9";"425,0";"422,7";"435,4";"444,1";"492,1";"583,7";"639,9";"596,5";"650,5";"660,6";"707,4";"746,3";"766,7";"774,9";"832,5";"917,5"
"09274";"Landshut";"Landkreis";"479,0";"432,8";"490,3";"487,2";"520,0";"527,8";"466,9";"453,6";"464,2";"525,7";"508,2";"556,2";"677,1";"758,4";"730,8";"699,0";"751,1";"669,9";"867,9";"886,8";"943,7";"975,2";"1.043,1"
"09275";"Passau";"Landkreis";"347,2";"319,5";"347,2";"358,6";"373,3";"388,6";"372,0";"353,5";"355,8";"364,5";"411,8";"420,6";"494,3";"547,0";"508,8";"498,1";"551,7";"574,5";"612,2";"652,6";"678,4";"695,5";"811,4"
"09276";"Regen";"Landkreis";"324,7";"311,4";"338,8";"368,5";"373,7";"385,1";"377,5";"371,5";"372,4";"378,8";"406,2";"455,9";"494,4";"574,2";"473,1";"481,8";"567,1";"609,4";"617,5";"628,3";"673,6";"688,5";"754,7"
"09277";"Rottal-Inn";"Landkreis";"400,2";"379,2";"375,4";"396,5";"412,3";"423,4";"427,0";"403,4";"399,3";"433,8";"447,2";"474,0";"545,7";"587,4";"572,5";"606,8";"609,3";"620,3";"654,4";"718,0";"780,8";"788,8";"874,4"
"09278";"Straubing-Bogen";"Landkreis";"321,8";"306,9";"311,8";"334,1";"350,9";"379,1";"359,7";"360,7";"372,1";"389,0";"396,8";"433,2";"488,4";"539,9";"517,8";"537,7";"598,2";"670,1";"682,0";"709,3";"784,2";"806,1";"863,5"
"09279";"Dingolfing-Landau";"Landkreis";"546,5";"500,7";"536,7";"671,7";"609,8";"541,7";"514,3";"561,4";"471,6";"593,4";"663,5";"670,9";"711,0";"795,8";"781,9";"1.050,8";"1.625,1";"1.371,7";"1.647,6";"1.965,0";"1.731,3";"1.990,5";"1.504,4"
"09361";"Amberg, Stadt";"krsfr. Stadt";"456,0";"464,9";"457,1";"501,7";"511,5";"503,1";"510,9";"492,5";"476,3";"455,4";"571,3";"549,8";"731,4";"805,1";"577,4";"617,0";"688,3";"821,1";"878,4";"855,7";"934,6";"937,5";"1.042,9"
"09362";"Regensburg, Stadt";"krsfr. Stadt";"607,4";"597,3";"683,9";"702,7";"715,2";"830,0";"687,8";"633,3";"583,7";"702,1";"725,4";"852,1";"930,5";"1.030,7";"900,2";"1.062,5";"1.028,8";"1.442,5";"1.288,8";"1.339,0";"1.424,8";"1.488,6";"1.472,8"
"09363";"Weiden i.d.OPf., Stadt";"krsfr. Stadt";"541,2";"583,4";"583,5";"698,6";"689,4";"711,4";"725,1";"657,8";"645,0";"596,2";"682,4";"777,2";"695,1";"765,3";"669,8";"661,4";"751,9";"700,3";"724,2";"789,4";"828,2";"857,4";"957,4"
"09371";"Amberg-Sulzbach";"Landkreis";"346,9";"337,0";"353,5";"363,3";"382,5";"356,3";"394,1";"376,1";"358,7";"387,0";"372,5";"407,4";"514,1";"569,0";"480,0";"507,3";"545,7";"562,1";"604,9";"651,6";"692,6";"732,5";"797,2"
"09372";"Cham";"Landkreis";"312,5";"305,8";"353,6";"360,0";"387,1";"395,4";"397,4";"368,8";"387,6";"407,9";"434,7";"453,6";"506,7";"553,6";"496,8";"498,0";"595,3";"621,9";"624,0";"660,6";"722,7";"773,6";"832,5"
"09373";"Neumarkt i.d.OPf.";"Landkreis";"399,6";"395,3";"401,9";"443,7";"456,6";"448,7";"444,5";"440,2";"421,1";"431,3";"478,3";"545,5";"582,7";"627,9";"614,3";"622,4";"686,0";"710,1";"761,0";"769,7";"877,2";"892,9";"945,8"
"09374";"Neustadt a.d.Waldnaab";"Landkreis";"342,2";"324,9";"345,3";"353,6";"394,1";"393,4";"378,3";"371,3";"345,6";"374,2";"372,5";"415,9";"484,0";"562,3";"526,1";"507,1";"524,0";"583,8";"583,3";"642,3";"698,6";"755,2";"867,3"
"09375";"Regensburg";"Landkreis";"379,3";"365,4";"379,9";"418,3";"428,2";"468,7";"451,1";"436,9";"463,2";"471,8";"454,0";"513,0";"595,0";"651,6";"601,7";"589,7";"627,3";"669,0";"730,4";"750,5";"804,1";"847,2";"900,7"
"09376";"Schwandorf";"Landkreis";"370,5";"352,7";"410,5";"430,1";"457,0";"456,6";"439,4";"419,3";"408,4";"439,6";"482,2";"511,9";"596,6";"647,9";"616,1";"576,2";"670,6";"648,5";"691,6";"761,3";"808,0";"845,7";"896,5"
"09377";"Tirschenreuth";"Landkreis";"354,5";"335,3";"342,5";"371,5";"385,8";"398,5";"386,6";"371,4";"336,0";"349,3";"423,5";"447,3";"498,7";"588,3";"495,6";"533,1";"556,0";"588,5";"601,3";"655,2";"711,1";"773,5";"851,7"
"09461";"Bamberg, Stadt";"krsfr. Stadt";"553,4";"623,0";"604,6";"677,3";"640,4";"619,0";"649,3";"562,8";"570,4";"726,7";"698,0";"777,5";"735,7";"786,8";"712,6";"738,7";"784,7";"766,9";"817,1";"864,5";"907,6";"920,0";"1.085,1"
"09462";"Bayreuth, Stadt";"krsfr. Stadt";"561,3";"546,2";"544,1";"612,1";"613,1";"656,8";"619,5";"561,6";"569,0";"584,3";"659,3";"695,7";"898,8";"835,5";"660,3";"790,4";"856,3";"840,7";"857,2";"991,7";"1.300,3";"1.183,0";"1.384,9"
"09463";"Coburg, Stadt";"krsfr. Stadt";"787,9";"780,2";"878,9";"1.197,7";"997,5";"1.314,0";"1.239,7";"1.345,9";"853,1";"1.450,7";"1.274,0";"2.117,7";"1.714,7";"2.254,7";"1.879,7";"1.261,5";"1.554,0";"1.825,1";"1.507,4";"1.404,1";"1.539,7";"1.738,3";"1.905,5"
"09464";"Hof, Stadt";"krsfr. Stadt";"453,3";"453,8";"454,0";"524,0";"543,9";"522,7";"524,7";"492,0";"420,9";"486,9";"602,5";"513,1";"597,3";"636,4";"551,0";"566,8";"648,9";"647,9";"723,8";"747,1";"802,7";"765,4";"844,4"
"09471";"Bamberg";"Landkreis";"416,3";"395,4";"442,0";"441,9";"458,2";"457,9";"492,5";"411,6";"419,8";"456,3";"472,3";"479,5";"561,4";"589,0";"570,5";"600,7";"623,8";"655,4";"738,6";"730,4";"801,8";"816,1";"912,7"
"09472";"Bayreuth";"Landkreis";"355,3";"339,1";"352,7";"370,0";"396,3";"412,4";"396,9";"378,7";"357,3";"378,4";"391,7";"414,6";"492,6";"539,5";"507,8";"493,5";"530,3";"563,2";"594,3";"640,0";"662,5";"692,8";"771,2"
"09473";"Coburg";"Landkreis";"499,1";"457,5";"534,6";"551,1";"557,6";"602,8";"604,3";"497,5";"504,3";"504,8";"511,3";"520,0";"590,9";"651,6";"596,2";"599,2";"667,9";"700,4";"658,9";"693,5";"748,1";"781,1";"816,4"
"09474";"Forchheim";"Landkreis";"411,2";"388,8";"396,5";"403,8";"435,9";"465,6";"452,7";"443,6";"423,8";"425,8";"450,8";"495,2";"556,5";"625,0";"579,3";"567,6";"595,9";"652,0";"687,0";"727,7";"785,1";"798,3";"887,4"
"09475";"Hof";"Landkreis";"431,6";"431,0";"472,8";"494,8";"503,6";"525,8";"515,2";"463,3";"438,2";"460,3";"471,8";"489,4";"573,0";"614,7";"557,1";"559,8";"614,9";"623,6";"625,0";"684,3";"716,0";"758,2";"860,2"
"09476";"Kronach";"Landkreis";"439,0";"445,7";"446,8";"460,0";"495,5";"476,4";"505,3";"478,9";"434,6";"459,4";"494,7";"509,2";"571,1";"628,6";"615,5";"578,6";"630,5";"653,7";"704,9";"735,6";"781,0";"815,2";"821,8"
"09477";"Kulmbach";"Landkreis";"434,5";"429,5";"458,6";"466,8";"507,5";"518,7";"518,6";"486,1";"429,5";"462,2";"480,5";"518,8";"597,1";"660,8";"602,8";"593,1";"660,4";"678,1";"716,9";"733,4";"753,1";"821,4";"904,2"
"09478";"Lichtenfels";"Landkreis";"429,8";"411,5";"449,4";"462,5";"503,5";"499,6";"491,5";"456,3";"457,0";"485,6";"510,0";"528,7";"550,6";"615,3";"538,3";"605,9";"615,7";"594,2";"603,6";"686,1";"752,6";"782,9";"870,5"
"09479";"Wunsiedel i.Fichtelgebirge";"Landkreis";"432,0";"393,5";"409,4";"436,4";"470,2";"464,0";"451,2";"440,3";"397,3";"420,8";"441,5";"478,5";"524,0";"639,0";"516,8";"502,1";"604,5";"564,1";"639,6";"693,8";"701,1";"729,5";"802,8"
"09561";"Ansbach, Stadt";"krsfr. Stadt";"516,2";"537,5";"546,2";"591,1";"573,1";"613,3";"630,5";"610,5";"562,6";"652,5";"626,6";"676,7";"709,6";"655,8";"647,5";"632,9";"771,5";"802,3";"822,5";"837,7";"907,3";"926,2";"980,7"
"09562";"Erlangen, Stadt";"krsfr. Stadt";"661,3";"648,3";"649,0";"691,3";"706,8";"754,5";"709,8";"746,2";"741,0";"763,5";"756,6";"897,1";"846,3";"1.020,7";"914,5";"869,3";"941,6";"1.088,8";"1.000,3";"1.154,5";"1.226,1";"1.171,3";"1.349,5"
